
---------- Begin Simulation Statistics ----------
simSeconds                                   0.672981                       # Number of seconds simulated (Second)
simTicks                                 672980534000                       # Number of ticks simulated (Tick)
finalTick                                672980534000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   8070.49                       # Real time elapsed on the host (Second)
hostTickRate                                 83387864                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     916072                       # Number of bytes of host memory used (Byte)
simInsts                                   1298923312                       # Number of instructions simulated (Count)
simOps                                     2376845064                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   160947                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     294511                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        672980535                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.518106                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.930105                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      2376993071                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      122                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     2376940322                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   2282                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               148123                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            233017                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  62                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           672942662                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               3.532159                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.786543                       # Number of insts issued each cycle (Count)
system.l2cache.overallHits::total                   4                       # number of overall hits (Count)
system.l2cache.demandMisses::cpu.inst             847                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::cpu.data             660                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::total               1507                       # number of demand (read+write) misses (Count)
system.l2cache.overallMisses::cpu.inst            847                       # number of overall misses (Count)
system.l2cache.overallMisses::cpu.data            660                       # number of overall misses (Count)
system.l2cache.overallMisses::total              1507                       # number of overall misses (Count)
system.l2cache.demandMissLatency::cpu.inst     83947000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::cpu.data     70330000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::total     154277000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.inst     83947000                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.data     70330000                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::total    154277000                       # number of overall miss ticks (Tick)
system.l2cache.demandAccesses::cpu.inst           850                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::cpu.data           661                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::total             1511                       # number of demand (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.inst          850                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.data          661                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::total            1511                       # number of overall (read+write) accesses (Count)
system.l2cache.demandMissRate::cpu.inst      0.996471                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::cpu.data      0.998487                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::total         0.997353                       # miss rate for demand accesses (Ratio)
system.l2cache.overallMissRate::cpu.inst     0.996471                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::cpu.data     0.998487                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::total        0.997353                       # miss rate for overall accesses (Ratio)
system.l2cache.demandAvgMissLatency::cpu.inst 99110.979929                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::cpu.data 106560.606061                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::total 102373.589914                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.inst 99110.979929                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.data 106560.606061                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::total 102373.589914                       # average overall miss latency ((Tick/Count))
system.l2cache.blockedCycles::no_mshrs              0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCauses::no_mshrs              0                       # number of times access was blocked (Count)
system.l2cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.l2cache.avgBlocked::no_mshrs               nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.avgBlocked::no_targets             nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.demandMshrMisses::cpu.inst          847                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.demandMshrMisses::cpu.data          660                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.demandMshrMisses::total           1507                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.overallMshrMisses::cpu.inst          847                       # number of overall MSHR misses (Count)
system.l2cache.overallMshrMisses::cpu.data          660                       # number of overall MSHR misses (Count)
system.l2cache.overallMshrMisses::total          1507                       # number of overall MSHR misses (Count)
system.l2cache.demandMshrMissLatency::cpu.inst     67007000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2cache.demandMshrMissLatency::cpu.data     57130000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2cache.demandMshrMissLatency::total    124137000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2cache.overallMshrMissLatency::cpu.inst     67007000                       # number of overall MSHR miss ticks (Tick)
system.l2cache.overallMshrMissLatency::cpu.data     57130000                       # number of overall MSHR miss ticks (Tick)
system.l2cache.overallMshrMissLatency::total    124137000                       # number of overall MSHR miss ticks (Tick)
system.l2cache.demandMshrMissRate::cpu.inst     0.996471                       # mshr miss ratio for demand accesses (Ratio)
system.l2cache.demandMshrMissRate::cpu.data     0.998487                       # mshr miss ratio for demand accesses (Ratio)
system.l2cache.demandMshrMissRate::total     0.997353                       # mshr miss ratio for demand accesses (Ratio)
system.l2cache.overallMshrMissRate::cpu.inst     0.996471                       # mshr miss ratio for overall accesses (Ratio)
system.l2cache.overallMshrMissRate::cpu.data     0.998487                       # mshr miss ratio for overall accesses (Ratio)
system.l2cache.overallMshrMissRate::total     0.997353                       # mshr miss ratio for overall accesses (Ratio)
system.l2cache.demandAvgMshrMissLatency::cpu.inst 79110.979929                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.demandAvgMshrMissLatency::cpu.data 86560.606061                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.demandAvgMshrMissLatency::total 82373.589914                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.overallAvgMshrMissLatency::cpu.inst 79110.979929                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.overallAvgMshrMissLatency::cpu.data 86560.606061                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.overallAvgMshrMissLatency::total 82373.589914                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.replacements                         0                       # number of replacements (Count)
system.l2cache.ReadExReq.misses::cpu.data          161                       # number of ReadExReq misses (Count)
system.l2cache.ReadExReq.misses::total            161                       # number of ReadExReq misses (Count)
system.l2cache.ReadExReq.missLatency::cpu.data     16738000                       # number of ReadExReq miss ticks (Tick)
system.l2cache.ReadExReq.missLatency::total     16738000                       # number of ReadExReq miss ticks (Tick)
system.l2cache.ReadExReq.accesses::cpu.data          161                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2cache.ReadExReq.accesses::total          161                       # number of ReadExReq accesses(hits+misses) (Count)
