
---------- Begin Simulation Statistics ----------
simSeconds                                   0.008959                       # Number of seconds simulated (Second)
simTicks                                   8959261000                       # Number of ticks simulated (Tick)
finalTick                                  8959261000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    114.68                       # Real time elapsed on the host (Second)
hostTickRate                                 78124701                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     676604                       # Number of bytes of host memory used (Byte)
simInsts                                     18490166                       # Number of instructions simulated (Count)
simOps                                       32899465                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   161234                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     286883                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                          8959262                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.484542                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               2.063805                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        32933041                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                       77                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       32967928                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                     91                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined                33647                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined             52776                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  41                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             8934941                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               3.689776                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.848636                       # Number of insts issued each cycle (Count)
system.cpu.rename.skidInsts                   8242097                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                         39020217                       # The number of ROB reads (Count)
system.cpu.rob.writes                        65870646                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                 18490166                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                   32899465                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    18                       # Number of system calls (Count)
system.l2bus.transDist::ReadResp                  740                       # Transaction distribution (Count)
system.l2bus.transDist::CleanEvict                 72                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExReq                 148                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExResp                148                       # Transaction distribution (Count)
system.l2bus.transDist::ReadSharedReq             741                       # Transaction distribution (Count)
system.l2bus.pktCount_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port         1265                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port          584                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount::total                     1849                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktSize_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port        38144                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port        18688                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize::total                     56832                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.snoops                                 0                       # Total snoops (Count)
system.l2bus.snoopTraffic                           0                       # Total snoop traffic (Byte)
system.l2bus.snoopFanout::samples                 889                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::mean                      0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::stdev                     0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::0                       889    100.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::1                         0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::2                         0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::max_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::total                   889                       # Request fanout histogram (Count)
system.l2bus.power_state.pwrStateResidencyTicks::UNDEFINED   8959261000                       # Cumulative time (in ticks) in various power states (Tick)
system.l2bus.reqLayer0.occupancy               961000                       # Layer occupancy (ticks) (Tick)
system.l2bus.reqLayer0.utilization                0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer0.occupancy             1788000                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer0.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer1.occupancy              876000                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer1.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.snoop_filter.totRequests             961                       # Total number of requests made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleRequests           72                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiRequests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2bus.snoop_filter.totSnoops                 0                       # Total number of snoops made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleSnoops            0                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2cache.demandHits::cpu.inst                 4                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::total                    4                       # number of demand (read+write) hits (Count)
system.l2cache.overallHits::cpu.inst                4                       # number of overall hits (Count)
system.l2cache.overallHits::total                   4                       # number of overall hits (Count)
system.l2cache.demandMisses::cpu.inst             593                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::cpu.data             292                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::total                885                       # number of demand (read+write) misses (Count)
system.l2cache.overallMisses::cpu.inst            593                       # number of overall misses (Count)
system.l2cache.overallMisses::cpu.data            292                       # number of overall misses (Count)
system.l2cache.overallMisses::total               885                       # number of overall misses (Count)
system.l2cache.demandMissLatency::cpu.inst     58503000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::cpu.data     29614000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::total      88117000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.inst     58503000                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.data     29614000                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::total     88117000                       # number of overall miss ticks (Tick)
system.l2cache.demandAccesses::cpu.inst           597                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::cpu.data           292                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::total              889                       # number of demand (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.inst          597                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.data          292                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::total             889                       # number of overall (read+write) accesses (Count)
system.l2cache.demandMissRate::cpu.inst      0.993300                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::cpu.data             1                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::total         0.995501                       # miss rate for demand accesses (Ratio)
system.l2cache.overallMissRate::cpu.inst     0.993300                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::cpu.data            1                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::total        0.995501                       # miss rate for overall accesses (Ratio)
system.l2cache.demandAvgMissLatency::cpu.inst 98655.986509                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::cpu.data 101417.808219                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::total 99567.231638                       # average overall miss latency in ticks ((Tick/Count))
